categoria,capitulo,descricao_categoria,grupo,sub_categoria,descricao_subcategoria,descricao_grupo,descricao_capitulo
F17,V,Transtornos mentais e comportamentais devidos ao uso de fumo,F10-F19,F179,Transtornos mentais e comportamentais devidos ao uso de fumo - transtorno mental ou comportamental não especificado,Transtornos mentais e comportamentais devidos ao uso de substância psicoativa,   Transtornos mentais e comportamentais
F18,V,Transtornos mentais e comportamentais devidos ao uso de solventes voláteis,F10-F19,F180,Transtornos mentais e comportamentais devidos ao uso de solventes voláteis - intoxicação aguda,Transtornos mentais e comportamentais devidos ao uso de substância psicoativa,   Transtornos mentais e comportamentais
F18,V,Transtornos mentais e comportamentais devidos ao uso de solventes voláteis,F10-F19,F181,Transtornos mentais e comportamentais devidos ao uso de solventes voláteis - uso nocivo para a saúde,Transtornos mentais e comportamentais devidos ao uso de substância psicoativa,   Transtornos mentais e comportamentais
F18,V,Transtornos mentais e comportamentais devidos ao uso de solventes voláteis,F10-F19,F182,Transtornos mentais e comportamentais devidos ao uso de solventes voláteis - síndrome de dependência,Transtornos mentais e comportamentais devidos ao uso de substância psicoativa,   Transtornos mentais e comportamentais
F18,V,Transtornos mentais e comportamentais devidos ao uso de solventes voláteis,F10-F19,F183,Transtornos mentais e comportamentais devidos ao uso de solventes voláteis - síndrome [estado] de abstinência,Transtornos mentais e comportamentais devidos ao uso de substância psicoativa,   Transtornos mentais e comportamentais
F18,V,Transtornos mentais e comportamentais devidos ao uso de solventes voláteis,F10-F19,F184,Transtornos mentais e comportamentais devidos ao uso de solventes voláteis - síndrome de abstinência com delirium,Transtornos mentais e comportamentais devidos ao uso de substância psicoativa,   Transtornos mentais e comportamentais
F18,V,Transtornos mentais e comportamentais devidos ao uso de solventes voláteis,F10-F19,F185,Transtornos mentais e comportamentais devidos ao uso de solventes voláteis - transtorno psicótico,Transtornos mentais e comportamentais devidos ao uso de substância psicoativa,   Transtornos mentais e comportamentais
F18,V,Transtornos mentais e comportamentais devidos ao uso de solventes voláteis,F10-F19,F186,Transtornos mentais e comportamentais devidos ao uso de solventes voláteis - síndrome amnésica,Transtornos mentais e comportamentais devidos ao uso de substância psicoativa,   Transtornos mentais e comportamentais
F18,V,Transtornos mentais e comportamentais devidos ao uso de solventes voláteis,F10-F19,F187,Transtornos mentais e comportamentais devidos ao uso de solventes voláteis - transtorno psicótico residual ou de instalação tardia,Transtornos mentais e comportamentais devidos ao uso de substância psicoativa,   Transtornos mentais e comportamentais
F18,V,Transtornos mentais e comportamentais devidos ao uso de solventes voláteis,F10-F19,F188,Transtornos mentais e comportamentais devidos ao uso de solventes voláteis - outros transtornos mentais ou comportamentais,Transtornos mentais e comportamentais devidos ao uso de substância psicoativa,   Transtornos mentais e comportamentais
F18,V,Transtornos mentais e comportamentais devidos ao uso de solventes voláteis,F10-F19,F189,Transtornos mentais e comportamentais devidos ao uso de solventes voláteis - transtorno mental ou comportamental não especificado,Transtornos mentais e comportamentais devidos ao uso de substância psicoativa,   Transtornos mentais e comportamentais
F19,V,Transtornos mentais e comportamentais devidos ao uso de múltiplas drogas e ao uso de outras substâncias psicoativas,F10-F19,F190,Transtornos mentais e comportamentais devidos ao uso de múltiplas drogas e ao uso de outras substâncias psicoativas - intoxicação aguda,Transtornos mentais e comportamentais devidos ao uso de substância psicoativa,   Transtornos mentais e comportamentais
F19,V,Transtornos mentais e comportamentais devidos ao uso de múltiplas drogas e ao uso de outras substâncias psicoativas,F10-F19,F191,Transtornos mentais e comportamentais devidos ao uso de múltiplas drogas e ao uso de outras substâncias psicoativas - uso nocivo para a saúde,Transtornos mentais e comportamentais devidos ao uso de substância psicoativa,   Transtornos mentais e comportamentais
F19,V,Transtornos mentais e comportamentais devidos ao uso de múltiplas drogas e ao uso de outras substâncias psicoativas,F10-F19,F192,Transtornos mentais e comportamentais devidos ao uso de múltiplas drogas e ao uso de outras substâncias psicoativas - síndrome de dependência,Transtornos mentais e comportamentais devidos ao uso de substância psicoativa,   Transtornos mentais e comportamentais
F19,V,Transtornos mentais e comportamentais devidos ao uso de múltiplas drogas e ao uso de outras substâncias psicoativas,F10-F19,F193,Transtornos mentais e comportamentais devidos ao uso de múltiplas drogas e ao uso de outras substâncias psicoativas - síndrome [estado] de abstinência,Transtornos mentais e comportamentais devidos ao uso de substância psicoativa,   Transtornos mentais e comportamentais
F19,V,Transtornos mentais e comportamentais devidos ao uso de múltiplas drogas e ao uso de outras substâncias psicoativas,F10-F19,F194,Transtornos mentais e comportamentais devidos ao uso de múltiplas drogas e ao uso de outras substâncias psicoativas - síndrome de abstinência com delirium,Transtornos mentais e comportamentais devidos ao uso de substância psicoativa,   Transtornos mentais e comportamentais
F19,V,Transtornos mentais e comportamentais devidos ao uso de múltiplas drogas e ao uso de outras substâncias psicoativas,F10-F19,F195,Transtornos mentais e comportamentais devidos ao uso de múltiplas drogas e ao uso de outras substâncias psicoativas - transtorno psicótico,Transtornos mentais e comportamentais devidos ao uso de substância psicoativa,   Transtornos mentais e comportamentais
F19,V,Transtornos mentais e comportamentais devidos ao uso de múltiplas drogas e ao uso de outras substâncias psicoativas,F10-F19,F196,Transtornos mentais e comportamentais devidos ao uso de múltiplas drogas e ao uso de outras substâncias psicoativas - síndrome amnésica,Transtornos mentais e comportamentais devidos ao uso de substância psicoativa,   Transtornos mentais e comportamentais
F19,V,Transtornos mentais e comportamentais devidos ao uso de múltiplas drogas e ao uso de outras substâncias psicoativas,F10-F19,F197,Transtornos mentais e comportamentais devidos ao uso de múltiplas drogas e ao uso de outras substâncias psicoativas - transtorno psicótico residual ou de instalação tardia,Transtornos mentais e comportamentais devidos ao uso de substância psicoativa,   Transtornos mentais e comportamentais
F19,V,Transtornos mentais e comportamentais devidos ao uso de múltiplas drogas e ao uso de outras substâncias psicoativas,F10-F19,F198,Transtornos mentais e comportamentais devidos ao uso de múltiplas drogas e ao uso de outras substâncias psicoativas - outros transtornos mentais ou comportamentais,Transtornos mentais e comportamentais devidos ao uso de substância psicoativa,   Transtornos mentais e comportamentais
F19,V,Transtornos mentais e comportamentais devidos ao uso de múltiplas drogas e ao uso de outras substâncias psicoativas,F10-F19,F199,Transtornos mentais e comportamentais devidos ao uso de múltiplas drogas e ao uso de outras substâncias psicoativas - transtorno mental ou comportamental não especificado,Transtornos mentais e comportamentais devidos ao uso de substância psicoativa,   Transtornos mentais e comportamentais
F20,V,Esquizofrenia,F20-F29,F200,Esquizofrenia paranóide,"Esquizofrenia, transtornos esquizotípicos e transtornos delirantes",   Transtornos mentais e comportamentais
F20,V,Esquizofrenia,F20-F29,F201,Esquizofrenia hebefrênica,"Esquizofrenia, transtornos esquizotípicos e transtornos delirantes",   Transtornos mentais e comportamentais
F20,V,Esquizofrenia,F20-F29,F202,Esquizofrenia catatônica,"Esquizofrenia, transtornos esquizotípicos e transtornos delirantes",   Transtornos mentais e comportamentais
F20,V,Esquizofrenia,F20-F29,F203,Esquizofrenia indiferenciada,"Esquizofrenia, transtornos esquizotípicos e transtornos delirantes",   Transtornos mentais e comportamentais
F20,V,Esquizofrenia,F20-F29,F204,Depressão pós-esquizofrênica,"Esquizofrenia, transtornos esquizotípicos e transtornos delirantes",   Transtornos mentais e comportamentais
F20,V,Esquizofrenia,F20-F29,F205,Esquizofrenia residual,"Esquizofrenia, transtornos esquizotípicos e transtornos delirantes",   Transtornos mentais e comportamentais
F20,V,Esquizofrenia,F20-F29,F206,Esquizofrenia simples,"Esquizofrenia, transtornos esquizotípicos e transtornos delirantes",   Transtornos mentais e comportamentais
F20,V,Esquizofrenia,F20-F29,F208,Outras esquizofrenias,"Esquizofrenia, transtornos esquizotípicos e transtornos delirantes",   Transtornos mentais e comportamentais
F20,V,Esquizofrenia,F20-F29,F209,Esquizofrenia não especificada,"Esquizofrenia, transtornos esquizotípicos e transtornos delirantes",   Transtornos mentais e comportamentais
F21,V,Transtorno esquizotípico,F20-F29,F21,Transtorno esquizotípico,"Esquizofrenia, transtornos esquizotípicos e transtornos delirantes",   Transtornos mentais e comportamentais
F22,V,Transtornos delirantes persistentes,F20-F29,F220,Transtorno delirante,"Esquizofrenia, transtornos esquizotípicos e transtornos delirantes",   Transtornos mentais e comportamentais
F22,V,Transtornos delirantes persistentes,F20-F29,F228,Outros transtornos delirantes persistentes,"Esquizofrenia, transtornos esquizotípicos e transtornos delirantes",   Transtornos mentais e comportamentais
F22,V,Transtornos delirantes persistentes,F20-F29,F229,Transtorno delirante persistente não especificado,"Esquizofrenia, transtornos esquizotípicos e transtornos delirantes",   Transtornos mentais e comportamentais
F23,V,Transtornos psicóticos agudos e transitórios,F20-F29,F230,"Transtorno psicótico agudo polimorfo, sem sintomas esquizofrênicos","Esquizofrenia, transtornos esquizotípicos e transtornos delirantes",   Transtornos mentais e comportamentais
F23,V,Transtornos psicóticos agudos e transitórios,F20-F29,F231,"Transtorno psicótico agudo polimorfo, com sintomas esquizofrênicos","Esquizofrenia, transtornos esquizotípicos e transtornos delirantes",   Transtornos mentais e comportamentais
F23,V,Transtornos psicóticos agudos e transitórios,F20-F29,F232,Transtorno psicótico agudo de tipo esquizofrênico (schizophrenia-like),"Esquizofrenia, transtornos esquizotípicos e transtornos delirantes",   Transtornos mentais e comportamentais
F23,V,Transtornos psicóticos agudos e transitórios,F20-F29,F233,"Outros transtornos psicóticos agudos, essencialmente delirantes","Esquizofrenia, transtornos esquizotípicos e transtornos delirantes",   Transtornos mentais e comportamentais
F23,V,Transtornos psicóticos agudos e transitórios,F20-F29,F238,Outros transtornos psicóticos agudos e transitórios,"Esquizofrenia, transtornos esquizotípicos e transtornos delirantes",   Transtornos mentais e comportamentais
F23,V,Transtornos psicóticos agudos e transitórios,F20-F29,F239,Transtorno psicótico agudo e transitório não especificado,"Esquizofrenia, transtornos esquizotípicos e transtornos delirantes",   Transtornos mentais e comportamentais
F24,V,Transtorno delirante induzido,F20-F29,F24,Transtorno delirante induzido,"Esquizofrenia, transtornos esquizotípicos e transtornos delirantes",   Transtornos mentais e comportamentais
F25,V,Transtornos esquizoafetivos,F20-F29,F250,Transtorno esquizoafetivo do tipo maníaco,"Esquizofrenia, transtornos esquizotípicos e transtornos delirantes",   Transtornos mentais e comportamentais
